,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date,label
234,234,a1895,b1538,muzik,delorean,Jun 22 2016,muzik,delorean,Jun 22 2016,1
235,235,a1896,b2976,atomic,mogwai,Jun 17 2016,every country's sun,mogwai,Sep 1 2017,0
236,236,a1904,b1505,say yes,big deal,Jun 17 2016,say yes,big deal,Jun 10 2016,1
237,237,a1905,b1525,on my one,jake bugg,Jun 17 2016,on my one,jake bugg,Jun 17 2016,1
238,238,a1924,b1519,blood//sugar//secs//traffic,the gotobeds,Jun 10 2016,thick as thieves,the temper trap,Jun 10 2016,0
239,239,a1933,b1513,patience,the invisible,Jun 10 2016,good times!,the monkees,Jun 10 2016,0
240,240,a1950,b1520,wrong crowd,tom odell,Jun 10 2016,wrong crowd,tom odell,Jun 10 2016,1
241,241,a1954,b1513,thick as thieves,the temper trap,Jun 10 2016,good times!,the monkees,Jun 10 2016,0
242,242,a199,b3077,masseduction,st. vincent,Oct 13 2017,masseduction,st. vincent,Oct 13 2017,1
243,243,a2000,b1467,kidsticks,beth orton,May 27 2016,kidsticks,beth orton,May 27 2016,1
244,244,a2008,b1469,the ride,catfish & the bottlemen,May 27 2016,the ride,catfish and the bottlemen,May 27 2016,1
245,245,a2008,b2457,the ride,catfish & the bottlemen,May 27 2016,the ride,nelly furtado,Mar 31 2017,0
246,246,a2013,b1482,the  home inside my head,real friends,May 27 2016,the home inside my head,real friends,May 27 2016,1
247,247,a2015,b2958,27-Jul,fifth harmony,May 27 2016,fifth harmony,fifth harmony,Aug 25 2017,0
248,248,a2016,b1469,goodness,the hotelier,May 27 2016,the ride,catfish and the bottlemen,May 27 2016,0
249,249,a2040,b1765,i still do,eric clapton,May 20 2016,live in san diego,eric clapton,Sep 30 2016,0
250,250,a2045,b2355,day of the dead,various artists,May 20 2016,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017,0
251,251,a2048,b1442,dangerous woman,ariana grande,May 20 2016,dangerous woman,ariana grande,May 20 2016,1
252,252,a2048,b86,dangerous woman,ariana grande,May 20 2016,my everything,ariana grande,Aug 25 2014,0
253,253,a2078,b1432,the concrete confessional,hatebreed,May 13 2016,the concrete confessional,hatebreed,May 13 2016,1
254,254,a2079,b3125,cloud nine,kygo,May 13 2016,kids in love,kygo,Nov 3 2017,0
255,255,a2089,b1692,kin,the duke spirit,May 13 2016,kin,kt tunstall,Sep 9 2016,0
256,256,a2102,b1401,hopelessness,anohni,May 6 2016,hopelessness,anohni,May 6 2016,1
257,257,a212,b2843,sketches of brunswick east,king gizzard & the lizard wizard,Oct 13 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017,0
258,258,a2126,b1953,dj koze presents pampa vol. 1,various artists,Apr 29 2016,christmas queens 2,various artists,Nov 11 2016,0
259,259,a2126,b2574,dj koze presents pampa vol. 1,various artists,Apr 29 2016,guardians of the galaxy vol. 2,various artists,Apr 21 2017,0
260,260,a2126,b3178,dj koze presents pampa vol. 1,various artists,Apr 29 2016,quality control: control the streets volume 1,various artists,Dec 8 2017,0
261,261,a213,b2416,the wild,the rural alberta advantage,Oct 13 2017,the wild,raekwon,Mar 24 2017,0
262,262,a2130,b1384,paging mr. proust,the jayhawks,Apr 29 2016,ocean by ocean,the boxer rebellion,Apr 29 2016,0
263,263,a2131,b1383,the ship,brian eno,Apr 29 2016,the ship,brian eno,Apr 29 2016,1
264,264,a2131,b2029,the ship,brian eno,Apr 29 2016,reflection,brian eno,Jan 1 2017,0
265,265,a2139,b2384,views,drake,Apr 29 2016,more life,drake,Mar 18 2017,0
266,266,a2145,b1752,another splash of colour: new psychedelia in britain 1980-1985 [box set],various artists,Apr 29 2016,trolls: original motion picture soundtrack,various artists,Sep 23 2016,0
267,267,a2145,b2108,another splash of colour: new psychedelia in britain 1980-1985 [box set],various artists,Apr 29 2016,"she rocks, vol. 1",various artists,Jan 20 2017,0
268,268,a2146,b2652,close to the noise floor: formative uk electronica 1975-1984 [box set],various artists,Apr 29 2016,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017,0
269,269,a2154,b1370,everybody's heart is broken now,niki and the dove,Apr 22 2016,universal monsters,the 69 eyes,Apr 22 2016,0
270,270,a2160,b1371,always strive and prosper,a$ap ferg,Apr 22 2016,always strive and prosper,asap ferg,Apr 22 2016,1
271,271,a2162,b1374,asphalt for eden,dälek,Apr 22 2016,asphalt for eden,dälek,Apr 22 2016,1
272,272,a219,b3057,as you were,liam gallagher,Oct 6 2017,as you were,liam gallagher,Oct 6 2017,1
273,273,a2196,b1336,hurt & the merciless,the heavy,Apr 8 2016,call it what it is,ben harper & the innocent criminals,Apr 8 2016,0
274,274,a2196,b1345,hurt & the merciless,the heavy,Apr 8 2016,everybody's heart is broken now,niki and the dove,Apr 8 2016,0
275,275,a2202,b1336,cleopatra,the lumineers,Apr 8 2016,call it what it is,ben harper & the innocent criminals,Apr 8 2016,0
276,276,a2202,b1342,cleopatra,the lumineers,Apr 8 2016,cleopatra,the lumineers,Apr 8 2016,1
277,277,a2203,b1336,distortland,the dandy warhols,Apr 8 2016,call it what it is,ben harper & the innocent criminals,Apr 8 2016,0
278,278,a2204,b1342,call it what it is,ben harper & the innocent criminals,Apr 8 2016,cleopatra,the lumineers,Apr 8 2016,0
279,279,a2206,b1344,man about town,mayer hawthorne,Apr 8 2016,man about town,mayer hawthorne,Apr 8 2016,1
280,280,a2210,b1334,red flag,all saints,Apr 8 2016,red flag,all saints,Apr 8 2016,1
281,281,a2219,b1272,2,the gloaming,Apr 8 2016,2,citizen way,Mar 11 2016,0
282,282,a2219,b1345,2,the gloaming,Apr 8 2016,everybody's heart is broken now,niki and the dove,Apr 8 2016,0
283,283,a2225,b2616,iii,moderat,Apr 1 2016,iii,foster the people,Apr 30 2017,0
284,284,a2228,b1317,everything you've come to expect,the last shadow puppets,Apr 1 2016,hurt & the merciless,the heavy,Apr 1 2016,0
285,285,a2230,b1310,iv,black mountain,Apr 1 2016,kentucky,black stone cherry,Apr 1 2016,0
286,286,a2236,b1314,the  wilderness,explosions in the sky,Apr 1 2016,the wilderness,explosions in the sky,Apr 1 2016,1
287,287,a2277,b1305,mind of mine,zayn,Mar 25 2016,mind of mine,zayn,Mar 25 2016,1
288,288,a2281,b1291,jomsviking,amon amarth,Mar 25 2016,jomsviking,amon amarth,Mar 25 2016,1
289,289,a2286,b3180,the black,asking alexandria,Mar 25 2016,asking alexandria,asking alexandria,Dec 15 2017,0
290,290,a229,b641,pinewood smile,the darkness,Oct 6 2017,last of our kind,the darkness,Jun 1 2015,0
291,291,a2303,b2205,star wars headspace,various artists,Mar 18 2016,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017,0
292,292,a2303,b3178,star wars headspace,various artists,Mar 18 2016,quality control: control the streets volume 1,various artists,Dec 8 2017,0
293,293,a2312,b2635,compassion,lust for youth,Mar 18 2016,compassion,forest swords,May 5 2017,0
294,294,a2322,b1290,up to anything,the goon sax,Mar 18 2016,30 goes around the sun,the wonder stuff,Mar 18 2016,0
295,295,a2325,b1280,feelin kinda free,the drones,Mar 18 2016,gather up the chaps,the falcon,Mar 18 2016,0
296,296,a2325,b1290,feelin kinda free,the drones,Mar 18 2016,30 goes around the sun,the wonder stuff,Mar 18 2016,0
297,297,a2335,b1271,painkillers,brian fallon,Mar 11 2016,painkillers,brian fallon,Mar 11 2016,1
298,298,a2360,b1803,full circle,loretta lynn,Mar 4 2016,white christmas blue,loretta lynn,Oct 7 2016,0
299,299,a2367,b1254,long way home,låpsley,Mar 4 2016,long way home,låpsley,Mar 4 2016,1
300,300,a2377,b1261,the rarity of experience,chris forsyth & the solar motel band,Mar 4 2016,fowl play,sister sparrow and the dirty birds,Mar 4 2016,0
301,301,a2391,b1238,99 cents,santigold,Feb 26 2016,99¢,santigold,Feb 26 2016,1
302,302,a2405,b2892,george fest: a night to celebrate the music of george harrison [live],various artists,Feb 26 2016,punk goes pop vol. 7,various artists,Jul 14 2017,0
303,303,a2405,b3178,george fest: a night to celebrate the music of george harrison [live],various artists,Feb 26 2016,quality control: control the streets volume 1,various artists,Dec 8 2017,0
304,304,a2412,b2892,god don't never change: the songs of blind willie johnson,various artists,Feb 26 2016,punk goes pop vol. 7,various artists,Jul 14 2017,0
305,305,a2440,b1210,banshee,the cave singers,Feb 19 2016,in my mind,bj the chicago kid,Feb 19 2016,0
306,306,a2448,b1222,the  art of hustle,yo gotti,Feb 19 2016,the art of hustle,yo gotti,Feb 19 2016,0
307,307,a2450,b2911,wise ol' man [ep],the fall,Feb 19 2016,new facts emerge,the fall,Jul 28 2017,0
308,308,a2463,b1190,k 2.0,kula shaker,Feb 12 2016,k2.0,kula shaker,Feb 12 2016,0
309,309,a2470,b727,evol,future,Feb 6 2016,ds2,future,Jul 17 2015,0
310,310,a2478,b1173,commontime,field music,Feb 5 2016,commontime,field music,Feb 5 2016,1
311,311,a2509,b3151,this is acting,sia,Jan 29 2016,everyday is christmas,sia,Nov 17 2017,0
312,312,a2528,b2108,still in a dream: a story of shoegaze,various artists,Jan 29 2016,"she rocks, vol. 1",various artists,Jan 20 2017,0
313,313,a2528,b2652,still in a dream: a story of shoegaze,various artists,Jan 29 2016,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017,0
314,314,a2539,b1133,emotional mugger,ty segall,Jan 22 2016,emotional mugger,ty segall,Jan 22 2016,1
315,315,a2541,b1130,the waiting room,tindersticks,Jan 22 2016,the waiting room,tindersticks,Jan 22 2016,1
316,316,a2564,b1127,4 1/2,steven wilson,Jan 22 2016,4 ½,steven wilson,Jan 22 2016,1
317,317,a2569,b1106,above the prairie,the pines,Jan 22 2016,a coliseum complex museum,the besnard lakes,Jan 22 2016,0
318,318,a2571,b2226,purple reign [mixtape],future,Jan 16 2016,future,future,Feb 17 2017,0
319,319,a2572,b1092,confessions of a romance novelist,the anchoress,Jan 15 2016,i long to see you,charles lloyd & the marvels,Jan 15 2016,0
320,320,a2573,b1092,death of a bachelor,panic! at the disco,Jan 15 2016,i long to see you,charles lloyd & the marvels,Jan 15 2016,0
321,321,a2578,b1719,curve of the earth,mystery jets,Jan 15 2016,the whole earth,mystery jets,Sep 16 2016,0
322,322,a2589,b1733,blackstar,david bowie,Jan 8 2016,who can i be now? (1974–1976),david bowie,Sep 23 2016,0
323,323,a2589,b1934,blackstar,david bowie,Jan 8 2016,bowie legacy,david bowie,Nov 11 2016,0
324,324,a2596,b1067,purple,baroness,Dec 18 2015,purple,baroness,Dec 18 2015,1
325,325,a2599,b2023,speedin' bullet 2 heaven,kid cudi,Dec 18 2015,"passion, pain & demon slayin'",kid cudi,Dec 16 2016,0
326,326,a2603,b1065,hitnrun: phase two,prince,Dec 12 2015,hit n run phase two,prince,Dec 12 2015,1
327,327,a2605,b993,art angels,grimes,Dec 11 2015,art angels,grimes,Nov 6 2015,1
328,328,a2606,b1062,right on!,jenny lee,Dec 11 2015,right on!,jennylee,Dec 11 2015,1
329,329,a2609,b1357,chorus [box set],lush,Dec 11 2015,blind spot,lush,Apr 15 2016,0
330,330,a2615,b2882,a head full of dreams,coldplay,Dec 4 2015,kaleidoscope,coldplay,Jul 14 2017,0
331,331,a2624,b1058,blue neighbourhood,troye sivan,Dec 4 2015,blue neighbourhood,troye sivan,Dec 4 2015,1
332,332,a2624,b72,blue neighbourhood,troye sivan,Dec 4 2015,trxye,troye sivan,Aug 15 2014,0
333,333,a263,b454,now,shania twain,Sep 29 2017,still the one: live from vegas,shania twain,Mar 3 2015,0
334,334,a2632,b1042,skeletons,danzig,Nov 27 2015,skeletons,danzig,Nov 27 2015,1
335,335,a2642,b1037,saint cecilia ep,foo fighters,Nov 23 2015,saint cecilia,foo fighters,Nov 23 2015,0
336,336,a2660,b2266,paper mâché dream balloon,king gizzard & the lizard wizard,Nov 13 2015,flying microtonal banana,king gizzard & the lizard wizard,Feb 24 2017,0
337,337,a2660,b3146,paper mâché dream balloon,king gizzard & the lizard wizard,Nov 13 2015,polygondwanaland,king gizzard & the lizard wizard,Nov 17 2017,0
338,338,a2668,b989,heart blanche,cee lo green,Nov 13 2015,heart blanche,ceelo green,Nov 6 2015,1
339,339,a2705,b365,vulnicura strings,björk,Nov 6 2015,vulnicura,björk,Jan 20 2015,0
340,340,a2707,b996,one,kate boy,Nov 6 2015,one,kate boy,Nov 6 2015,1
341,341,a2710,b2401,"and after that, we didn't talk",goldlink,Nov 6 2015,at what cost,goldlink,Mar 24 2017,0
342,342,a2719,b169,get up,bryan adams,Oct 30 2015,tracks of my years,bryan adams,Sep 30 2014,0
343,343,a2731,b321,joy of living: a tribute to ewan maccoll,various artists,Oct 30 2015,shady xv,various artists,Nov 24 2014,0
344,344,a2745,b975,vertigo,the necks,Oct 30 2015,wiped out!,the neighbourhood,Oct 30 2015,0
345,345,a2746,b971,mirrors,reverend & the makers,Oct 30 2015,hate me,escape the fate,Oct 30 2015,0
346,346,a2759,b958,divers,joanna newsom,Oct 23 2015,divers,joanna newsom,Oct 23 2015,1
347,347,a2780,b1057,life,dan friel,Oct 16 2015,life,sigma,Dec 4 2015,0
348,348,a2782,b947,vega intl. night school,neon indian,Oct 16 2015,vega intl. night school,neon indian,Oct 16 2015,1
349,349,a2787,b943,Òran mòr session,the twilight sad,Oct 16 2015,the documentary 2.5,the game,Oct 16 2015,0
350,350,a281,b1346,gossip,sleeping with sirens,Sep 22 2017,live and unplugged,sleeping with sirens,Apr 8 2016,0
351,351,a281,b473,gossip,sleeping with sirens,Sep 22 2017,madness,sleeping with sirens,Mar 17 2015,0
352,352,a2814,b943,christine and the queens,christine and the queens,Oct 16 2015,the documentary 2.5,the game,Oct 16 2015,0
353,353,a2828,b3183,revival,selena gomez,Oct 9 2015,revival,eminem,Dec 15 2017,0
354,354,a283,b3024,music for the age of miracles,the clientele,Sep 22 2017,wonderful wonderful,the killers,Sep 22 2017,0
355,355,a2834,b1601,the documentary 2,the game,Oct 9 2015,block wars,the game,Jul 29 2016,0
356,356,a2836,b192,adrenalin baby: live,johnny marr,Oct 9 2015,playland,johnny marr,Oct 6 2014,0
357,357,a2845,b912,zipper down,eagles of death metal,Oct 2 2015,zipper down,eagles of death metal,Oct 2 2015,1
358,358,a2866,b2355,trevor jackson presents: science fiction dancehall classics,various artists,Oct 2 2015,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017,0
359,359,a2866,b320,trevor jackson presents: science fiction dancehall classics,various artists,Oct 2 2015,i'll be home for christmas,various artists,Nov 24 2014,0
360,360,a287,b3017,thrice woven,wolves in the throne room,Sep 22 2017,music for the age of miracles,the clientele,Sep 22 2017,0
361,361,a287,b3024,thrice woven,wolves in the throne room,Sep 22 2017,wonderful wonderful,the killers,Sep 22 2017,0
362,362,a2877,b1522,caracal,disclosure,Sep 25 2015,moog for love,disclosure,Jun 15 2016,0
363,363,a288,b3023,wonderful wonderful,the killers,Sep 22 2017,v,the horrors,Sep 22 2017,0
364,364,a2889,b879,big grams [ep],big grams,Sep 25 2015,big grams,big grams (big boi and phantogram),Sep 25 2015,0
365,365,a289,b3019,haiku from zero,cut copy,Sep 22 2017,haiku from zero,cut copy,Sep 22 2017,1
366,366,a2891,b887,innocence & decadence,graveyard,Sep 25 2015,innocence & decadence,graveyard,Sep 25 2015,1
367,367,a290,b3016,hiss spun,chelsea wolfe,Sep 22 2017,hiss spun,chelsea wolfe,Sep 22 2017,1
368,368,a2900,b886,evermore: the art of duality,the underachievers,Sep 25 2015,space 1992: rise of the chaos wizards,gloryhammer,Sep 25 2015,0
369,369,a2902,b114,1989,ryan adams,Sep 21 2015,ryan adams,ryan adams,Sep 8 2014,0
370,370,a2909,b859,rattle that lock,david gilmour,Sep 18 2015,digital vein,david cook,Sep 18 2015,0
371,371,a2941,b861,back on top,the front bottoms,Sep 18 2015,back on top,the front bottoms,Sep 18 2015,1
372,372,a2946,b863,strangers again,judy collins,Sep 18 2015,strangers again,judy collins,Sep 18 2015,1
373,373,a2950,b837,paper gods,duran duran,Sep 11 2015,paper gods,duran duran,Sep 11 2015,1
374,374,a2953,b835,good sad happy bad,micachu & the shapes,Sep 11 2015,that's the spirit,bring me the horizon,Sep 11 2015,0
375,375,a2969,b838,gone by the dawn,shannon and the clams,Sep 11 2015,hollywood vampires,the hollywood vampires,Sep 11 2015,0
376,376,a2972,b178,hitnrun: phase one,prince,Sep 7 2015,art official age,prince,Sep 30 2014,0
377,377,a298,b3020,the spark,enter shikari,Sep 22 2017,the spark,enter shikari,Sep 22 2017,1
378,378,a2980,b820,"yours, dreamily",the arcs,Sep 4 2015,act iv: rebirth in reprise,the dear hunter,Sep 4 2015,0
379,379,a2981,b831,the night creeper,uncle acid and the deadbeats,Sep 4 2015,no closer to heaven,the wonder years,Sep 4 2015,0
380,380,a2989,b1675,rodeo,travis scott,Sep 4 2015,birds in the trap sing mcknight,travis scott,Sep 2 2016,0
381,381,a2989,b77,rodeo,travis scott,Sep 4 2015,days before rodeo,travis scott,Aug 18 2014,0
382,382,a2999,b321,µ20,various artists,Sep 4 2015,shady xv,various artists,Nov 24 2014,0
383,383,a300,b3026,gemini,macklemore,Sep 22 2017,gemini,macklemore,Sep 22 2017,1
384,384,a317,b3024,brand new abyss,the blow,Sep 22 2017,wonderful wonderful,the killers,Sep 22 2017,0
385,385,a337,b294,dedicated to bobby jameson,ariel pink,Sep 15 2017,pom pom,ariel pink,Nov 17 2014,0
386,386,a34,b3176,what makes you country,luke bryan,Dec 8 2017,what makes you country,luke bryan,Dec 8 2017,1
387,387,a353,b2014,hitchhiker,neil young,Sep 8 2017,peace trail,neil young,Dec 9 2016,0
388,388,a353,b677,hitchhiker,neil young,Sep 8 2017,the monsanto years,neil young,Jun 16 2015,0
389,389,a354,b2990,hippopotamus,sparks,Sep 8 2017,hippopotamus,sparks,Sep 8 2017,1
390,390,a398,b2959,a deeper understanding,the war on drugs,Aug 25 2017,sketches of brunswick east,king gizzard & the lizard wizard and mild high club,Aug 25 2017,0
391,391,a4,b359,a day with the homies [ep],panda bear,Jan 12 2018,panda bear meets the grim reaper,panda bear,Jan 13 2015,0
392,392,a40,b1781,versatile,van morrison,Dec 1 2017,keep me singing,van morrison,Sep 30 2016,0
393,393,a419,b2967,spear in the city,bodies of water,Aug 25 2017,villains,queens of the stone age,Aug 25 2017,0
394,394,a42,b1528,the visitor,neil young,Dec 1 2017,earth,neil young,Jun 17 2016,0
395,395,a438,b2942,not dark yet,shelby lynne,Aug 18 2017,not dark yet,allison moorer and shelby lynne,Aug 18 2017,0
396,396,a45,b1922,on air,the rolling stones,Dec 1 2017,on air,queen,Nov 4 2016,0
397,397,a454,b478,24-7 rockstar shit,the cribs,Aug 11 2017,for all my sisters,the cribs,Mar 23 2015,0
398,398,a470,b301,"manchester, north of england: a story of independent music, greater manchester 1977-1993 [box set]",various artists,Aug 4 2017,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014,0
399,399,a470,b3178,"manchester, north of england: a story of independent music, greater manchester 1977-1993 [box set]",various artists,Aug 4 2017,quality control: control the streets volume 1,various artists,Dec 8 2017,0
400,400,a471,b681,purgatory,tyler childers,Aug 4 2017,purgatory,borealis,Jun 19 2015,0
401,401,a502,b2906,sacred hearts club,foster the people,Jul 21 2017,flower boy,"tyler, the creator",Jul 21 2017,0
402,402,a506,b2906,barefoot in the head,the chris robinson brotherhood,Jul 21 2017,flower boy,"tyler, the creator",Jul 21 2017,0
403,403,a507,b2900,lust for life,lana del rey,Jul 21 2017,lust for life,lana del rey,Jul 21 2017,1
404,404,a531,b1832,jungle rules,french montana,Jul 14 2017,mc4,french montana,Oct 14 2016,0
405,405,a562,b724,nothing is quick in the desert,public enemy,Jun 30 2017,man plans god laughs,public enemy,Jul 16 2015,0
406,406,a567,b2862,4:44,jay-z,Jun 30 2017,4:44,jay-z,Jun 30 2017,1
407,407,a570,b803,b-sides and rarities,beach house,Jun 30 2017,depression cherry,beach house,Aug 28 2015,0
408,408,a578,b2856,1967: sunshine tomorrow,the beach boys,Jun 30 2017,b-sides and rarities,beach house,Jun 30 2017,0
409,409,a581,b2843,the underside of power,algiers,Jun 23 2017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017,0
410,410,a582,b2832,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017,the underside of power,algiers,Jun 23 2017,0
411,411,a597,b1752,behind the counter with max richter,various artists,Jun 23 2017,trolls: original motion picture soundtrack,various artists,Sep 23 2016,0
412,412,a597,b2892,behind the counter with max richter,various artists,Jun 23 2017,punk goes pop vol. 7,various artists,Jul 14 2017,0
413,413,a602,b2806,fake sugar,beth ditto,Jun 16 2017,fake sugar,beth ditto,Jun 16 2017,1
414,414,a609,b2823,the nashville sound,jason isbell and the 400 unit,Jun 16 2017,rich forever 3,"rich the kid, famous dex and jay critch",Jun 16 2017,0
415,415,a611,b2817,so you wannabe an outlaw,steve earle & the dukes,Jun 16 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017,0
416,416,a614,b2823,abysmal thoughts,the drums,Jun 16 2017,rich forever 3,"rich the kid, famous dex and jay critch",Jun 16 2017,0
417,417,a616,b2807,boomiverse,big boi,Jun 16 2017,boomiverse,big boi,Jun 16 2017,1
418,418,a618,b1313,we're all alright!,cheap trick,Jun 16 2017,"bang, zoom, crazy... hello",cheap trick,Apr 1 2016,0
419,419,a627,b2828,beautiful thugger girls,young thug,Jun 16 2017,beautiful thugger girls,young thug,Jun 16 2017,1
420,420,a630,b2574,pop makossa: invasive dance beat of cameroon,various artists,Jun 16 2017,guardians of the galaxy vol. 2,various artists,Apr 21 2017,0
421,421,a643,b2784,chuck,chuck berry,Jun 9 2017,chuck,chuck berry,Jun 9 2017,1
422,422,a65,b3147,(it was) because i was in love [deluxe reissue],sharon van etten,Nov 17 2017,if all i was was black,mavis staples,Nov 17 2017,0
423,423,a653,b2799,ctrl,sza,Jun 9 2017,ctrl,sza,Jun 9 2017,1
424,424,a654,b254,trouble maker,rancid,Jun 9 2017,honor is all we know,rancid,Oct 27 2014,0
425,425,a66,b1902,blue lips,tove lo,Nov 17 2017,lady wood,tove lo,Oct 28 2016,0
426,426,a666,b2751,waiting on a song,dan auerbach,Jun 2 2017,waiting on a song,dan auerbach,Jun 2 2017,1
427,427,a683,b2755,hopeless fountain kingdom,halsey,Jun 2 2017,hopeless fountain kingdom,halsey,Jun 2 2017,1
428,428,a689,b2763,life is good,flogging molly,Jun 2 2017,is this the life we really want?,roger waters,Jun 2 2017,0
429,429,a69,b3147,if all i was was black,mavis staples,Nov 17 2017,if all i was was black,mavis staples,Nov 17 2017,1
430,430,a692,b2759,journey to the mountain of forever,binker & moses,Jun 2 2017,the transition of mali,mali music,Jun 2 2017,0
431,431,a697,b2731,the amazons,the amazons,May 26 2017,pain,the letter black,May 26 2017,0
432,432,a704,b2729,droptopwop [mixtape],gucci mane,May 26 2017,droptopwop,gucci mane,May 26 2017,0
433,433,a704,b3067,droptopwop [mixtape],gucci mane,May 26 2017,mr. davis,gucci mane,Oct 13 2017,0
434,434,a711,b321,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,shady xv,various artists,Nov 24 2014,0
435,435,a713,b2698,goths,the mountain goats,May 19 2017,bodyguard,the i.l.y's,May 19 2017,0
436,436,a713,b2702,goths,the mountain goats,May 19 2017,the best of... so far,the kooks,May 19 2017,0
437,437,a713,b2706,goths,the mountain goats,May 19 2017,goths,the mountain goats,May 19 2017,1
438,438,a726,b2691,the king & i,faith evans and the notorious b.i.g.,May 19 2017,in the rude!,the basics,May 19 2017,0
439,439,a726,b2707,the king & i,faith evans and the notorious b.i.g.,May 19 2017,amber galactic,the night flight orchestra,May 19 2017,0
440,440,a731,b2691,move upstairs,the como mamas,May 19 2017,in the rude!,the basics,May 19 2017,0
441,441,a741,b2694,reaching into infinity,dragonforce,May 19 2017,reaching into infinity,dragonforce,May 19 2017,1
442,442,a746,b2672,super natural,jim jones & the righteous mind,May 12 2017,thankful,new kids on the block,May 12 2017,0
443,443,a757,b2668,common sense,j hus,May 12 2017,common sense,j hus,May 12 2017,1
444,444,a759,b2659,the bob's burgers music album [original television soundtrack],original soundtrack,May 12 2017,kickin' child: the lost album 1965,dion,May 12 2017,0
445,445,a761,b1752,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,trolls: original motion picture soundtrack,various artists,Sep 23 2016,0
446,446,a761,b2574,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,guardians of the galaxy vol. 2,various artists,Apr 21 2017,0
447,447,a765,b2647,the weather,pond,May 5 2017,the weather,pond,May 5 2017,1
448,448,a777,b588,"from a room, vol. 1",chris stapleton,May 5 2017,traveller,chris stapleton,May 5 2015,0
449,449,a792,b1020,everybody,logic,May 5 2017,the incredible true story,logic,Nov 13 2015,0
450,450,a804,b509,carrie & lowell live,sufjan stevens,Apr 28 2017,carrie & lowell,sufjan stevens,Mar 31 2015,0
451,451,a820,b315,strength of a woman,mary j. blige,Apr 28 2017,the london sessions,mary j. blige,Nov 24 2014,0
452,452,a83,b2205,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017,0
453,453,a83,b301,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014,0
454,454,a83,b3143,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,the rest of our life,faith hill and tim mcgraw,Nov 17 2017,0
455,455,a83,b3178,diggin in the carts: a collection of pioneering japanese video game music,various artists,Nov 17 2017,quality control: control the streets volume 1,various artists,Dec 8 2017,0
456,456,a832,b2571,be myself,sheryl crow,Apr 21 2017,be myself,sheryl crow,Apr 21 2017,1
457,457,a834,b2570,robyn hitchcock,robyn hitchcock,Apr 21 2017,robyn hitchcock,robyn hitchcock,Apr 21 2017,1
458,458,a846,b2575,you are we,while she sleeps,Apr 21 2017,you are we,while she sleeps,Apr 21 2017,1
459,459,a85,b212,i knew you when,bob seger,Nov 17 2017,ride out,bob seger,Oct 14 2014,0
460,460,a853,b2558,charlie watts meets the danish radio big band [live],charlie watts,Apr 21 2017,beginning of things,charlie worsham,Apr 21 2017,0
461,461,a857,b2543,azd,actress,Apr 14 2017,azd,actress,Apr 17 2017,1
462,462,a860,b2541,the meetings of the waters,fionn regan,Apr 14 2017,the fate of the furious: the album,various artists,Apr 14 2017,0
463,463,a862,b2097,the search for everything,john mayer,Apr 14 2017,the search for everything: wave one,john mayer,Jan 20 2017,0
464,464,a862,b2265,the search for everything,john mayer,Apr 14 2017,the search for everything: wave two,john mayer,Feb 24 2017,0
465,465,a872,b2467,silver/lead,wire,Apr 7 2017,silver/lead,wire,Mar 31 2017,1
466,466,a874,b2491,pure comedy,father john misty,Apr 7 2017,pure comedy,father john misty,Apr 7 2017,1
467,467,a875,b2512,whiteout conditions,the new pornographers,Apr 7 2017,more scared of you than you are of me,the smith street band,Apr 7 2017,0
468,468,a881,b2497,all-amerikkkan bada$$,joey bada$$,Apr 7 2017,all-amerikkkan bada$$,joey badass,Apr 7 2017,1
469,469,a885,b2499,double roses,karen elson,Apr 7 2017,double roses,karen elson,Apr 7 2017,1
470,470,a887,b2518,the  assassination of julius caesar,ulver,Apr 7 2017,the assassination of julius caesar,ulver,Apr 7 2017,1
471,471,a890,b2481,love in the 4th dimension,the big moon,Apr 7 2017,memories...do not open,the chainsmokers,Apr 7 2017,0
472,472,a890,b2508,love in the 4th dimension,the big moon,Apr 7 2017,whiteout conditions,the new pornographers,Apr 7 2017,0
